study,study_sample,sample_no,publishedyear,country,continent,samplingtype,psychotic_n,delusion_n,ethnicity,globeculturalcluster,diagnosiscoded,mooddisordercoded,setting,scale,validatedmeasure,clinicalassessment,percentfemales,agemean,psychosisdurationyears,percentantipsychoticmedication,qa,theme,cases
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_other,21.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_thought_mindreading,24.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_poisoning,58.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_religious,41.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_grandiose_grandioseability_grandeur,39.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_erotomanicheterosexual,50.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_bodilymovementsandactionsbeingcontrolled,62.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_depressive,17.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_infidelity_loveaffair,42.0
Kala 1982,Kala 1982 S_1,1,1982,India,Asia,Purposive,200,200.0,Hindu,Southern Asia,Schizophrenia,no,Outpatient,PSE,Validated,Structured,0.465,30.0,,,7,n_persecutory,164.0
Kamara 2009,Kamara 2009 S_1,1,2009,USA,North America,Stratified,183,183.0,,Anglo,Major Depressive Disorder,yes,Both,SAPS,Validated,Structured,,,,,8,n_paranoid,21.0
Kamara 2009,Kamara 2009 S_1,1,2009,USA,North America,Stratified,183,183.0,,Anglo,Major Depressive Disorder,yes,Both,SAPS,Validated,Structured,,,,,8,n_other,31.0
Kamara 2009,Kamara 2009 S_1,1,2009,USA,North America,Stratified,183,183.0,,Anglo,Major Depressive Disorder,yes,Both,SAPS,Validated,Structured,,,,,8,n_guilt/sin,18.0
Kamara 2009,Kamara 2009 S_1,1,2009,USA,North America,Stratified,183,183.0,,Anglo,Major Depressive Disorder,yes,Both,SAPS,Validated,Structured,,,,,8,n_somatic,52.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_other,27.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_somatic,18.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_reference,65.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_persecutory,75.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_grandiose_grandioseability_grandeur,51.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_pregnancy,5.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_bizarre,1.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_childbirthrelated,31.0
Kamperman 2017,Kamperman 2017 S_1,1,2017,Netherlands,Europe,Purposive,130,,Dutch,Germanic Europe,Postpartum Psychosis,no,Inpatient,SCID,Validated,Structured,1.0,31.4,0.1,,10,n_control,3.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_thoughtbroadcasting_spokenaloud_dissemination,34.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_moodincongruent,69.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_thoughtcontrol,37.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_somatic,31.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_persecutory,121.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_reference,148.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_bizarre,23.0
Keck 2003,Keck 2003 S_1,1,2003,Multiple,Multiple,Purposive,238,,92% Caucasian ,Multiple,Bipolar Disorder,yes,Outpatient,SCID-P,Validated,Structured,0.59,41.0,13.0,,8,n_grandiose_grandioseability_grandeur,145.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_bewitched,2.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_grandiose_grandioseability_grandeur,5.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_reference,1.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_thoughtbroadcasting_spokenaloud_dissemination,1.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_poisoning,2.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_mixed_multiple_various,2.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_specialpowers_skills,4.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_systemised,2.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_bizarre,1.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_paranoid,2.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_persecutory,8.0
Keith 1996,Keith 1996 S_1,1,1996,Micronesia,North America,Purposive,12,12.0,Chamorro,Other,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,38.0,,,4,n_religious,3.0
Khouadja 2022,Khouadja 2022 S_1,1,2022,Tunisia,Africa,Purposive,19,,,Middle East,Brief Psychotic Disorder,no,Inpatient,None used,Not validated,Unstructured,,,,,3,n_religious,7.0
Khouadja 2022,Khouadja 2022 S_1,1,2022,Tunisia,Africa,Purposive,19,,,Middle East,Brief Psychotic Disorder,no,Inpatient,None used,Not validated,Unstructured,,,,,3,n_persecutory,5.0
Kiev 1963,Kiev 1963 S_1,1,1963,UK,Europe,Purposive,10,10.0,Jamaican,Anglo,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,,30.0,,,2,n_religious,8.0
Kiev 1963,Kiev 1963 S_1,1,1963,UK,Europe,Purposive,10,10.0,Jamaican,Anglo,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,,30.0,,,2,n_persecutory,8.0
Kiev 1963,Kiev 1963 S_1,1,1963,UK,Europe,Purposive,10,10.0,Jamaican,Anglo,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,,30.0,,,2,n_grandiose_grandioseability_grandeur,2.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_neighbours_friends_closeassociates,28.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingspiedon_watched,5.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_bewitched,21.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_men,1.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_devil_satan,3.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_neardeath,2.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_family_relatives,55.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_grandiose_grandioseability_grandeur,23.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingphotographed,1.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_erotomanicheterosexual,5.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_jealousy,12.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_injuryphysical_mental,96.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_hadjihodja,2.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingattacked,3.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingsingledout,5.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_religious,29.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_erotomanichomosexual,1.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_spirits_jinee_ghosts,10.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_politicians_politicalauthorities,3.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_death,2.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingobstructed,1.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_hypochondriacal,5.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingkilled,21.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_beingfollowed,78.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_persecutory,109.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_known_unknownpeopleingeneral_groups,47.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_women,1.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_gettingmaligned,1.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_guilt/sin,3.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_police_secretagent_army,5.0
Kilicaslan 2016,Kilicaslan 2016 S_1,1,2016,Turkey,Asia,Purposive,116,,Turkish,Middle East,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.0,38.37,14.59,,9,n_poisoning,18.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_rape,11.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_rape,2.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_spy_surveillance,0.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_rape,0.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_spy_surveillance,1.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_spy_surveillance,10.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_colleague_workshop,4.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_socialstatus_beingpolitical_royalfamily_king_hero,7.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_socialstatus_beingpolitical_royalfamily_king_hero,19.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_socialstatus_beingpolitical_royalfamily_king_hero,9.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_invention,7.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_invention,16.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_invention,11.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_medicalstaff_teacher,11.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_medicalstaff_teacher,28.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_medicalstaff_teacher,32.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_colleague_workshop,13.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_colleague_workshop,10.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_physical_chemical_technical,26.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_physical_chemical_technical,40.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_physical_chemical_technical,67.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_persecutory,145.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_persecutory,289.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_machine_computer,59.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_machine_computer,7.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_machine_computer,9.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_control,19.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_control,23.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_police_secretagent_army,18.0
Kim 1993,Kim 1993 S_1,1,1993,Korea,Asia,Purposive,370,370.0,Korean,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.462,33.0,10.4,,9,n_economy_business,22.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_economy_business,4.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_economy_business,3.0
Kim 1993,Kim 1993 S_2,2,1993,China,Asia,Purposive,225,225.0,Korean Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.391,41.2,16.6,,7,n_police_secretagent_army,39.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_police_secretagent_army,19.0
Kim 1993,Kim 1993 S_3,3,1993,China,Asia,Purposive,176,176.0,Chinese,Confucian Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.443,34.9,10.1,,9,n_havinglargenumberofsiblings,0.0
